691,228,454,510,429,698,705,321,107,297,279,813,266,950,327,571,202,844,785,167,595,168,660,639,591,292,290,427,827,451,809,963,480,485,837,387,205,585,432,177,198,1015,650,957,617,395,369,434,218,755,494,942,118,48,763,640,650,669,425,327,1020,440,428,801
284,647,179,143,305,896,642,569,310,106,122,384,911,532,526,145,726,670,754,294,142,546,288,60,230,412,835,333,516,149,497,833,889,620,25,846,676,752,1013,624,398,998,951,698,243,840,309,107,592,652,151,567,924,799,777,44,660,906,300,432,719,967,521,966
390,977,980,169,581,646,509,518,650,304,61,72,849,560,149,236,373,656,161,803,49,889,440,296,689,923,717,22,50,949,741,685,835,941,551,900,578,18,14,423,402,825,104,416,742,102,807,861,664,108,183,528,252,628,93,764,489,639,748,439,571,79,604,213
915,898,25,258,322,377,143,828,638,800,400,229,120,770,333,189,423,428,85,744,741,569,632,1016,243,135,378,447,76,223,226,427,655,202,751,850,198,104,967,434,678,39,585,419,158,789,492,877,493,938,714,467,274,291,221,801,35,494,544,521,554,743,418,951
313,665,824,451,440,846,1012,413,645,515,317,813,836,64,675,1011,604,71,956,186,466,233,335,904,1011,724,800,31,679,253,911,886,545,984,729,699,70,58,581,583,523,876,107,872,824,1008,127,961,512,669,506,739,862,540,722,468,64,51,917,804,347,681,189,163
813,277,205,523,585,199,450,255,397,926,814,941,870,166,428,398,17,381,583,621,531,19,87,768,909,262,370,515,47,800,749,189,313,820,527,133,161,810,328,125,108,167,233,272,314,282,404,850,849,938,214,873,263,757,528,355,640,56,101,876,937,805,604,51
837,222,664,678,745,148,831,959,854,101,368,299,119,96,538,754,237,779,753,515,648,671,352,955,675,564,862,138,84,914,565,489,125,511,563,846,518,226,415,278,973,161,995,356,603,299,900,309,701,635,78,175,792,361,713,471,639,415,560,707,443,428,738,968
233,239,925,292,679,619,181,228,386,933,339,86,231,559,994,871,896,405,891,989,909,324,206,1011,536,675,577,996,51,608,890,567,130,210,702,83,51,628,623,442,625,808,852,802,808,127,406,452,371,577,427,770,582,133,700,169,540,7,973,148,226,83,1016,364
744,130,451,505,653,752,901,391,195,50,961,139,662,754,578,70,576,874,746,69,242,976,826,290,762,219,578,1014,44,988,473,35,365,665,907,205,198,507,761,819,284,397,932,943,6,324,832,123,414,689,828,1008,79,392,23,395,421,4,233,634,388,594,481,165
375,917,248,91,797,736,554,714,780,759,26,272,466,965,491,995,431,680,137,508,1005,953,401,599,206,438,353,466,409,656,270,935,114,181,680,379,51,528,45,816,212,226,286,289,523,806,270,363,103,312,804,926,644,993,906,623,795,766,697,129,496,744,78,667
78,481,485,886,788,208,407,568,879,475,646,490,567,314,921,407,545,702,146,658,753,284,842,494,843,859,993,290,719,889,21,757,285,610,510,525,127,141,932,558,45,351,476,200,298,522,624,381,627,523,202,423,181,1018,508,444,387,335,550,797,468,754,828,318
513,499,511,781,529,230,776,549,562,635,857,84,758,758,842,744,856,427,23,205,631,413,750,341,67,315,464,332,501,419,91,645,665,835,379,948,837,684,334,867,213,1006,246,422,764,980,125,601,930,790,454,874,702,159,143,220,167,693,1019,827,242,500,768,722
479,74,32,735,414,977,454,763,874,926,629,360,1006,733,156,339,292,871,508,715,414,307,643,907,207,733,256,630,71,785,314,204,745,466,546,430,85,825,592,638,248,670,19,272,693,403,929,73,106,326,650,472,136,1013,786,739,857,330,569,399,714,482,649,886
96,428,805,444,572,842,183,32,269,257,917,137,350,970,801,201,913,782,109,881,205,334,382,156,822,369,147,464,528,595,897,205,195,974,373,319,338,451,604,40,854,709,210,667,571,247,89,457,344,156,712,101,813,448,178,193,388,187,33,724,677,238,258,724
923,958,823,40,353,915,975,684,549,429,518,861,562,275,230,684,114,229,1007,386,808,829,761,344,616,395,104,113,350,995,378,186,352,300,958,856,765,559,824,26,599,964,236,665,999,376,487,314,480,475,446,96,887,365,110,93,298,430,396,186,324,781,536,945
352,882,280,897,537,298,484,561,280,846,537,94,784,271,348,158,115,889,795,297,349,207,521,276,544,175,492,568,760,134,332,824,687,701,11,903,464,980,312,954,866,465,524,141,1003,603,538,979,174,565,467,833,561,191,597,985,248,151,332,304,70,590,387,195
815,1017,721,307,125,710,134,728,141,739,543,245,744,143,197,84,221,292,161,737,766,84,748,454,516,198,703,251,886,753,411,940,354,61,613,532,115,800,451,838,333,194,622,434,450,15,929,263,790,455,906,590,476,222,282,197,210,620,60,817,893,136,179,497
510,760,872,90,92,415,750,136,198,673,608,875,35,559,1010,526,269,203,165,231,419,787,191,661,794,635,878,596,462,676,666,309,62,562,633,612,657,101,118,661,971,850,256,272,93,875,152,214,472,42,647,787,12,807,365,525,751,969,165,806,839,271,293,580
904,529,139,953,271,1004,290,247,855,241,681,147,578,3,301,815,1006,594,16,57,299,981,248,366,591,751,598,924,151,619,426,163,299,96,729,797,571,193,337,352,857,1,897,801,884,735,222,232,141,209,467,174,887,298,503,939,216,84,532,459,897,500,9,555
493,297,528,361,920,921,723,393,819,731,1015,434,647,684,538,438,831,522,394,942,279,596,426,58,967,387,635,324,281,982,766,373,100,219,824,893,865,256,108,425,127,241,825,386,279,99,302,478,797,212,326,726,931,283,324,424,496,673,198,925,893,980,648,93
505,203,875,647,504,99,732,649,14,51,538,766,698,843,170,828,216,688,169,941,202,397,766,466,1009,735,362,375,441,118,339,203,119,825,335,844,157,806,571,729,964,879,129,717,425,923,358,12,630,321,383,655,412,306,565,642,375,371,219,278,708,589,543,152
337,159,763,730,853,857,359,28,433,964,143,142,54,492,143,447,492,781,972,73,230,1019,959,22,202,161,560,483,509,252,109,105,932,492,984,844,51,735,347,564,21,836,464,1015,547,810,330,506,685,815,497,620,889,186,986,443,1019,543,252,637,849,404,813,481
998,234,418,30,205,293,526,221,264,236,701,564,15,486,416,155,435,635,875,518,826,53,975,650,643,184,73,520,612,735,689,806,403,1016,63,530,459,814,125,907,817,328,977,364,627,513,853,896,941,847,286,497,625,883,188,989,192,122,163,344,2,15,694,499
