890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223,719,1020,120,824,47,440,235,496,555
466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223,719,1020,120,824,47,440,235,496
525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223,719,1020,120,824,47,440,235
786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223,719,1020,120,824,47,440
581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223,719,1020,120,824,47
974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223,719,1020,120,824
197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223,719,1020,120
901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223,719,1020
1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223,719
302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739,223
798,302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388,739
282,798,302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866,388
633,282,798,302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519,866
155,633,282,798,302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894,519
502,155,633,282,798,302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16,894
127,502,155,633,282,798,302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288,16
1005,127,502,155,633,282,798,302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863,288
733,1005,127,502,155,633,282,798,302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241,863
158,733,1005,127,502,155,633,282,798,302,1,901,197,974,581,786,525,466,890,833,447,535,267,717,339,889,763,487,65,55,558,376,394,859,520,298,269,677,390,123,559,926,152,321,531,424,557,180,340,93,252,708,1008,94,336,412,376,493,196,361,588,870,143,241
